Fecha de inicio,Fecha de finalización,Tipo de respuesta,Dirección IP,Progreso,Duración (en segundos),Finalizado,Fecha registrada,ID de respuesta,Apellido del destinatario,Nombre del destinatario,Correo electrónico del destinatario,Referencia a datos externos,Latitud de la ubicación,Longitud de la ubicación,Canal de la distribución,Idioma del usuario,1. Nivel socioeconómico al que usted pertenece,2. Situación laboral actual - Selected Choice,2. Situación laboral actual - Otro - Texto,3. Ocupación para la que está capacitada,4. Ubicación geográfica - Selected Choice,4. Ubicación geográfica - Otra ciudad - Texto,5. ¿Qué porcentaje máximo de los ingresos mensuales familiares puede pagar a sus trabajadoras del  hogar?,6. Nivel de escolaridad,7. Identidad sexual con la que usted se reconoce​,8. Edad,"9. ¿Platica con sus vecinos, familiares o amigos sobre las condiciones laborales de sus trabajadoras del hogar (salarios, horarios, tareas, desempeño, etc.)?",10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Selected Choice,10. ¿En qué tipo de información se apoya para establecer el salario de las empleadas? (puede elegir una o más opciones) - Otra - Texto,11. ¿Quién define el salario y la contratación de las trabajadoras del hogar?,12. El salario que usted ofrece se encuentra:,13. ¿Cómo considera al salario que ofrece? (puede elegir una o más opciones),14. ¿Qué criterios considera más importantes para establecer que su empleada tiene un buen desempeño laboral? (puede elegir una o más opciones),15. Motivos por los que alguna vez ha tenido que despedir a  alguna empleada (puede elegir una o más opciones),16. ¿En qué condiciones considera pertinente ajustar los salarios?​ (puede elegir una o más opciones),17. ¿Qué tipo de decisiones toma la empleada al momento de establecer la relación laboral? (puede elegir una o más opciones),18. ¿Qué tan seguido realiza ajustes a los salarios? (puede elegir una o más opciones),19. ¿Qué suele hacer para conseguir a sus trabajadoras del hogar? (puede elegir una o más opciones),20. ¿Qué criterios son los más importantes al momento de contratar a una empleada? (puede elegir una o más opciones),21. ¿A qué tipo de recomendaciones le da más importancia? (puede elegir una o más opciones),22. ¿Qué tipo de empleo le ofrece a sus trabajadoras del hogar?,23. ¿Cuántas trabajadoras del hogar suele tener en casa al mismo tiempo? ​,24. ¿Ofrece algún tipo de prestación laboral? (puede elegir una o más opciones),25. ¿Considera usted que las prestaciones del IMSS (servicios médicos y pensión laboral) son convenientes para sus trabajadoras del hogar? (puede elegir una o más opciones),26. ¿Bajo qué condiciones estaría dispuesta a registrar a su empleada en el IMSS? (puede elegir una o más opciones)
02/05/2023 11:14,02/05/2023 11:39,IP Address,187.148.52.4,100,1542,True,02/05/2023 11:39,R_bIOJiLejwRFr5o5,,,,,18.8502,-97.0945,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,"Comerciante, empleado en venta o agente de venta",Otra ciudad,,Entre el 5.1 y el 7%,Secundaria,Mujer,Más de 61 años,Nunca tocamos ese tema,Inflación observada en los últimos meses,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Es respetuosa,Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando no logra encontrar a la empleada de su conveniencia,"Ella establece los días, horas y el horario","De forma irregular,Cuando la empleada amenaza con irse","Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,De planta (pernocta en el hogar) (mas de 48 horas),Dos,"Una o más comidas al día,Alojamiento,Aguinaldo,Vacaciones con goce de sueldo","No, porque no brindan un buen servicio",Si no tuviera que pagar la cuota patronal correspondiente
02/05/2023 11:22,02/05/2023 11:28,IP Address,140.148.108.133,100,382,True,02/05/2023 11:28,R_2uyqDy8vR6c6drr,,,,,19.0287,-98.2043,anonymous,ES,Clase media-alta,Estudiante,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 3.1 y el 5%,Preparatoria,Hombre,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Justo en tanto que es lo que usted puede pagar","Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por incompetencia",Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,Le pregunto a trabajadores conocido,"Recomendaciones de conocidos,Tareas que puede realizar,Personalidad y apariencia","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,Aguinaldo,"Si, porque cobija a mis empleadas",Si la empleada fuera de tiempo completo
02/05/2023 11:23,02/05/2023 11:29,IP Address,140.148.108.131,100,389,True,02/05/2023 11:29,R_3kHgXBBYAgFsKps,,,,,19.0287,-98.2043,anonymous,ES,Clase media-alta,Estudiante,,"Trabajador en actividades agrícolas, ganaderas, forestales, caza y pesca",Ciudad de Puebla o área conurbada,,Entre el 7.1 y el 9%,Licenciatura,Otro,Entre 18 y 30 años,Nunca tocamos ese tema,"Salario mínimo,Inflación observada en los últimos meses",,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Es discreta",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,Le pregunto a trabajadores conocido,"Recomendaciones de conocidos,Tareas que puede realizar",Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo,Atención médica en caso de accidentes,Préstamos personales,Apoyos educativos","No, porque no me alcanza para pagarlo","Si los trámites son sencillos,Si lleva trabajando varios años con usted,Si la empleada fuera de tiempo completo"
02/05/2023 11:25,02/05/2023 11:34,IP Address,187.190.223.118,100,500,True,02/05/2023 11:34,R_2SeIXhXgsysekCf,,,,,19.1835,-96.1477,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,Profesionista o técnico especializado,Otra ciudad,Veracruz,Entre el 7.1 y el 9%,Licenciatura,Hombre,Entre 41 y 50 años,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por incompetencia","Cuando me entero que hay una modificación en los salarios mínimos,Cuando no logra encontrar a la empleada de su conveniencia",Acepta o rechaza la propuesta de trabajo que usted le hace,"Al inicio de cada año,Cada cierto número de meses","Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Tres o más,"Aguinaldo,Atención médica en caso de accidentes,Préstamos personales","No, porque no brindan un buen servicio,No, porque la empleada no lo valora","A cambio de reducir prestaciones que usted ya ofrece,Si no tuviera que pagar la cuota patronal correspondiente,Si la empleada fuera de tiempo completo"
02/05/2023 11:35,02/05/2023 11:41,IP Address,177.226.245.92,100,390,True,02/05/2023 11:41,R_21ogGMAi5IpsPeA,,,,,19.0436,-98.1981,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,"Funcionario, director o jefe",Ciudad de Puebla o área conurbada,,Entre el 7.1 y el 9%,Licenciatura,Hombre,Entre 51 y 60,Nunca tocamos ese tema,Salarios que pagan los familiares o amigos,,Su pareja,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Es dedicada,Es respetuosa",Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares","Recomendaciones de conocidos,Experiencia laboral",Recomendaciones de mis amigos y familiares,De planta (pernocta en el hogar) (mas de 48 horas),Dos,"Una o más comidas al día,Alojamiento,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes","No, porque no brindan un buen servicio","Si los trámites son sencillos,Si lleva trabajando varios años con usted"
02/05/2023 12:07,02/05/2023 12:12,IP Address,187.148.132.28,100,334,True,02/05/2023 12:12,R_1pyroA1DCwhUHww,,,,,18.8502,-97.0945,anonymous,ES,Clase alta,Quehaceres del hogar,,"Comerciante, empleado en venta o agente de venta",Otra ciudad,Veracruz ,Entre el 5.1 y el 7%,Preparatoria,Mujer,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los familiares o amigos,Ingresos de los miembros del hogar",,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Es dedicada,Es respetuosa,Es discreta",Nunca ha ocurrido,Cuando considero que los salarios se han estancado en relación con la inflación  observada,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Dos,"Una o más comidas al día,Alojamiento,Transporte,Aguinaldo,Vacaciones con goce de sueldo,Apoyos educativos","Si, porque cobija a mis empleadas",Si los trámites son sencillos
02/05/2023 12:29,02/05/2023 12:35,IP Address,189.239.221.74,100,370,True,02/05/2023 12:35,R_3lYOp5VqX7oiXhb,,,,,19.2928,-99.1612,anonymous,ES,Clase media-baja,Jubilado o Pensionado,,"Funcionario, director o jefe",Ciudad de México o área conurbada,,Entre el 3.1 y el 5%,Licenciatura,Mujer,Más de 61 años,"Si, pero solo cuando se trata de familiares o amigos",Salario mínimo,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Es dedicada,Hace más de lo que se le pide,Es respetuosa,Es discreta",Por una caída en los ingresos del hogar,Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,Le pregunto a trabajadores conocido,Experiencia laboral,Recomendaciones verbales de ex-empleadas,No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Atención médica en caso de accidentes","Si, porque cobija a mis empleadas",Sin condicionamiento alguno
02/05/2023 12:33,02/05/2023 12:38,IP Address,189.201.7.107,100,311,True,02/05/2023 12:38,R_1Fk701g9s9zDcFb,,,,,19.5732,-99.0445,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 5.1 y el 7%,Licenciatura,Hombre,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los vecinos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Realiza en tiempo y forma las tareas asignadas,Hace más de lo que se le pide","Por una caída en los ingresos del hogar,Por un pérdida de empleo entre los miembros del hogar",Cuando considero que los salarios se han estancado en relación con la inflación  observada,"Ella establece los días, horas y el horario",De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,"Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,"Una o más comidas al día,Préstamos personales","No, porque no brindan un buen servicio,No, porque no me alcanza para pagarlo",Si los trámites son sencillos
02/05/2023 12:36,02/05/2023 12:43,IP Address,189.161.131.92,100,419,True,02/05/2023 12:43,R_3qPczgiGl6I84yS,,,,,19.0286,-98.2042,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,"Funcionario, director o jefe",Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Posgrado,Hombre,Entre 41 y 50 años,"Si, pero solo cuando se trata de familiares o amigos",Salarios que pagan los familiares o amigos,,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas,Realiza tareas diversas (cocina, plancha, etc.)","Por desconfianza,Por incompetencia",Cuando considero que los salarios se han estancado en relación con la inflación  observada,Negocia con usted el salario a recibir,Cada cierto número de meses,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido","Recomendaciones de conocidos,Tareas que puede realizar","Recomendaciones de mis amigos y familiares,Recomendaciones de vecinos​",Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes","Si, porque cobija a mis empleadas",Si lleva trabajando varios años con usted
02/05/2023 12:51,02/05/2023 12:59,IP Address,187.194.155.186,100,423,True,02/05/2023 12:59,R_2Tq1OgSkBq5aNNp,,,,,19.0359,-98.2279,anonymous,ES,Clase media-alta,Administra un negocio con empleados,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Posgrado,Mujer,Entre 41 y 50 años,Nunca tocamos ese tema,Documentos de empleos y salarios,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Relacionado a sus cualificaciones y desempeño laboral,Es confiable,Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Tareas que puede realizar,Recomendaciones de mis amigos y familiares,"Entrada por salida, 5 o 6 días a la semana (35-48 horas)",Una sola,"Una o más comidas al día,Aguinaldo,Vacaciones con goce de sueldo,Préstamos personales","Si, porque cobija a mis empleadas",Si los trámites son sencillos
02/05/2023 13:03,02/05/2023 13:07,IP Address,189.197.60.244,100,232,True,02/05/2023 13:07,R_4VknElNJSCNUoiR,,,,,19.0348,-98.2172,anonymous,ES,Clase media-alta,Trabajador por cuenta propia,,"Funcionario, director o jefe",Ciudad de Puebla o área conurbada,,Entre el 3.1 y el 5%,Posgrado,Hombre,Entre 31 y 40 años,Tanto con familiares como  con vecinos,Salarios que pagan los familiares o amigos,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Justo en tanto que es lo que usted puede pagar,Es confiable,Nunca ha ocurrido,Cuando me percato que existen una gran disponibilidad de trabajadoras,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,No más de dos días a la semana (menos de 15 horas),Una sola,Vacaciones con goce de sueldo,"No, porque no me alcanza para pagarlo",Si no tuviera que pagar liquidaciones laborales
02/05/2023 13:10,02/05/2023 13:31,IP Address,187.194.155.186,100,1255,True,02/05/2023 13:31,R_279xkDUVqW4BLD8,,,,,19.0359,-98.2279,anonymous,ES,Clase media-alta,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 5.1 y el 7%,Posgrado,Mujer,Entre 41 y 50 años,Nunca tocamos ese tema,"Salarios que pagan los familiares o amigos,Ingresos de los miembros del hogar,Otra",,Ambos,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,"Es confiable,Realiza en tiempo y forma las tareas asignadas",Nunca ha ocurrido,"Cuando me entero que hay una modificación en los salarios mínimos,Cuando considero que los salarios se han estancado en relación con la inflación  observada",Acepta o rechaza la propuesta de trabajo que usted le hace,Al inicio de cada año,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,Entre 3 y 4 días a la semana (15- 34 horas),Una sola,"Una o más comidas al día,Transporte,Aguinaldo,Vacaciones con goce de sueldo,Atención médica en caso de accidentes","No, porque no brindan un buen servicio","Si los trámites son sencillos,Sin condicionamiento alguno,Si lleva trabajando varios años con usted"
02/05/2023 13:13,02/05/2023 13:20,IP Address,73.127.203.57,100,399,True,02/05/2023 13:20,R_u8EWIoBs95XTWkF,,,,,35.1349,-106.6402,anonymous,ES,Clase media-alta,Otro,,"Funcionario, director o jefe",Otra ciudad,Fuera del Pais,Entre el 1 y el 3 %,Posgrado,Mujer,Más de 61 años,Nunca tocamos ese tema,Otra,,Usted,No lo sabe,Justo en tanto que es lo que usted puede pagar,"Es confiable,Realiza en tiempo y forma las tareas asignadas",Por desconfianza,Cuando no logra encontrar a la empleada de su conveniencia,"Ella establece los días, horas y el horario",Cuando la empleada amenaza con irse,Me apoyo en una agencia de empleo,"Recomendaciones de conocidos,Tareas que puede realizar",Recomendaciones verbales de ex-empleadas,De planta (pernocta en el hogar) (mas de 48 horas),Una sola,Alojamiento,"No, porque incentiva demandas laborales injustificadas",Si lleva trabajando varios años con usted
02/05/2023 13:16,02/05/2023 13:41,IP Address,187.194.155.186,100,1458,True,02/05/2023 13:41,R_3HjDKVR6RnJhHqY,,,,,19.0359,-98.2279,anonymous,ES,Clase media-baja,Empleado,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Mujer,Entre 31 y 40 años,Nunca tocamos ese tema,Salario mínimo,,Usted,No lo sabe,Justo en tanto que es lo que usted puede pagar,"Realiza tareas diversas (cocina, plancha, etc.)",Nunca ha ocurrido,Cuando me entero que hay una modificación en los salarios mínimos,Negocia con usted el salario a recibir,Cuando contrata a una nueva empleada,Le pregunto a trabajadores conocido,"Recomendaciones de conocidos,Tareas que puede realizar,Experiencia laboral","Recomendaciones de mis amigos y familiares,Cartas de recomendación de desconocidos",No más de dos días a la semana (menos de 15 horas),Una sola,Ninguna,"No, porque no me alcanza para pagarlo",Si lleva trabajando varios años con usted
02/05/2023 13:21,02/05/2023 13:25,IP Address,200.68.169.38,100,218,True,02/05/2023 13:25,R_1dEb6dB0I8XVVjI,,,,,19.0439,-98.1984,anonymous,ES,Clase media-alta,Empleado,,Trabajador auxiliar en actividad administrativa,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Preparatoria,Hombre,Entre 31 y 40 años,Nunca tocamos ese tema,Salario mínimo,,Usted,Por encima del salario mínimo equivalente a las horas trabajadas,Un pago digno que le permite a la empleada vivir con decoro,Es confiable,Por desconfianza,Cuando me entero que hay una modificación en los salarios mínimos,Acepta o rechaza la propuesta de trabajo que usted le hace,De forma irregular,"Le pregunto a vecinos, amigos o familiares",Recomendaciones de conocidos,Recomendaciones de mis amigos y familiares,De planta (pernocta en el hogar) (mas de 48 horas),Una sola,"Una o más comidas al día,Aguinaldo","Si, porque cobija a mis empleadas",Si los trámites son sencillos
02/05/2023 13:22,02/05/2023 13:38,IP Address,201.175.202.50,100,947,True,02/05/2023 13:38,R_2tAm9lBCB38uvZ1,,,,,19.2018,-96.1295,anonymous,ES,Ninguna de las anteriores,Estudiante,,Profesionista o técnico especializado,Ciudad de Puebla o área conurbada,,Entre el 1 y el 3 %,Licenciatura,Hombre,Entre 18 y 30 años,"Si, pero solo cuando se trata de familiares o amigos","Salarios que pagan los vecinos,Salarios que pagan los familiares o amigos",,Algún familiar o amigo,Por encima del salario mínimo equivalente a las horas trabajadas,"Un pago digno que le permite a la empleada vivir con decoro,Vinculado  a su antigüedad","Es confiable,Es dedicada,Es respetuosa","Por desconfianza,Por incompetencia",Cuando los salarios que pagan los vecinos se incrementan o se reducen,"Acepta o rechaza la propuesta de trabajo que usted le hace,Ella establece los días, horas y el horario",De forma irregular,"Le pregunto a vecinos, amigos o familiares,Le pregunto a trabajadores conocido,Me buscan y ofrecen sus servicios","Recomendaciones de conocidos,Experiencia laboral","Recomendaciones de mis amigos y familiares,Recomendaciones verbales de familiares de la empleada,Recomendaciones de vecinos​",No más de dos días a la semana (menos de 15 horas),Una sola,Ninguna,"No, porque no me alcanza para pagarlo",Si me obligan por ley
